index,endTime,artistName,trackName,msPlayed,track_id,track_popularity,track_duration,track_explicit,track_danceability,track_energy,track_key,track_loudness,track_mode,track_speechiness,track_acousticness,track_instrumentalness,track_liveness,track_valence,track_tempo,track_time_signature,sPlayed
15,2022-09-21 00:50,Maya Hawke,Blue Hippo,199711,1kKHlRNEXpIkYARjFXGmnm,42.0,199711.0,False,0.694,0.447,10.0,-10.454,1.0,0.0337,0.944,0.117,0.0951,0.349,106.903,4.0,199.711
16,2022-09-21 00:52,Frankie Cosmos,Sappho,112879,5DIGt883aHs3KqWSziy4gR,61.0,112879.0,False,0.644,0.401,7.0,-6.782,1.0,0.0403,0.171,0.0,0.132,0.459,95.354,4.0,112.879
17,2022-09-21 00:55,SOAK,Knock Me Off My Feet,187185,3adNtom9Dn2NXmgHf0OwZR,50.0,187185.0,False,0.645,0.876,9.0,-5.116,1.0,0.0544,0.0851,0.00209,0.335,0.933,137.991,4.0,187.185
18,2022-09-21 00:59,ella jane,Time On,228823,4ZZWpgN3RP2kO5Crbk7Ump,31.0,228823.0,False,0.808,0.595,5.0,-7.861,1.0,0.0286,0.0338,0.0019,0.498,0.926,99.986,4.0,228.823
19,2022-09-21 01:03,Shura,What's It Gonna Be?,214754,1Jb8fejyUddXtl2JKAEFmQ,54.0,214754.0,False,0.567,0.928,8.0,-5.533,1.0,0.0616,0.118,1.04e-05,0.347,0.698,171.974,4.0,214.754
20,2022-09-21 01:07,Baby Queen,Want Me,258319,3gZyxP7keADPPc8lEJWehW,58.0,258319.0,True,0.568,0.904,6.0,-4.772,0.0,0.226,0.00167,2.55e-06,0.11,0.487,169.935,4.0,258.319
21,2022-09-21 01:09,Ezra Williams,A Shitty Gay Song About You,115657,7cA93NpGWT5pgyxNtsszSR,50.0,115657.0,True,0.518,0.0659,6.0,-20.389,1.0,0.0659,0.965,0.0588,0.0924,0.189,118.252,4.0,115.657
22,2022-09-21 01:17,CHVRCHES,Clearest Blue,465733,7LvgXDcFRcu9zgWfZm65H0,56.0,233769.0,False,0.643,0.834,1.0,-6.078,1.0,0.0324,0.0184,0.0033,0.0655,0.149,123.023,4.0,465.733
23,2022-09-21 01:19,Mob Rich,friends* (feat. Bishop Briggs),162446,7Dx29iGgJijt8IhAQfgLTR,31.0,162446.0,True,0.711,0.575,9.0,-6.859,1.0,0.0452,0.102,1.81e-05,0.106,0.481,135.008,4.0,162.446
24,2022-09-21 01:24,Taylor Swift,Nothing New (feat. Phoebe Bridgers) (Taylor’s Version) (From The Vault),258813,01K4zKU104LyJ8gMb7227B,76.0,258812.0,False,0.606,0.377,0.0,-9.455,1.0,0.0275,0.817,0.0,0.154,0.446,101.96,4.0,258.813
25,2022-09-21 01:27,milet,おもかげ (produced by Vaundy),188060,6ts1KCOudfDYXYfyWtq0k1,66.0,188060.0,False,0.488,0.638,8.0,-4.502,1.0,0.058,0.0258,2.24e-05,0.12,0.713,207.906,4.0,188.06
26,2022-09-21 01:31,Major Lazer,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",225849,7EgnVzraPX5lyWA92o0Jty,0.0,222857.0,False,0.781,0.611,0.0,-7.812,0.0,0.0406,0.125,1.4e-06,0.116,0.333,119.092,4.0,225.849
27,2022-09-21 01:33,Leith Ross,I'd Have to Think About It,150141,50lUr1G0TYol01m2RlqPzZ,59.0,150141.0,False,0.508,0.213,5.0,-13.998,1.0,0.0364,0.829,1.11e-05,0.123,0.512,100.764,4.0,150.141
28,2022-09-21 01:34,Geek Music,"Fuck The Pain Away (From ""Sex Education"")",78051,7lerqaaEpBrlzmP0p1jyXn,32.0,152898.0,True,0.797,0.484,8.0,-9.801,1.0,0.0855,0.231,0.0,0.0585,0.732,140.053,4.0,78.051
29,2022-09-21 01:39,Ezra Williams,My Own Person,264873,7nMlhFSw9VphHNEgUec9uy,55.0,264873.0,False,0.599,0.546,7.0,-6.984,1.0,0.0328,0.789,2.8e-05,0.116,0.263,89.98,4.0,264.873
30,2022-09-21 01:43,Orla Gartland,Madison (orla & friends version),228618,73ldtXyp1E5sHdSlSuV3Pq,28.0,228618.0,False,0.76,0.22,5.0,-9.343,1.0,0.0371,0.483,0.0,0.293,0.363,99.975,4.0,228.618
31,2022-09-21 01:46,dodie,Got Weird,202435,5z1KeOpL9n1b3iFAJk91iu,49.0,202435.0,True,0.849,0.304,6.0,-15.932,0.0,0.212,0.824,0.198,0.11,0.693,98.0,4.0,202.435
32,2022-09-21 01:50,Bishop Briggs,SOMEONE ELSE,211426,1CYdm33W4P71qdXWAZdrre,39.0,211426.0,False,0.564,0.294,9.0,-8.427,0.0,0.0385,0.883,0.0,0.108,0.341,121.66,4.0,211.426
33,2022-09-21 01:53,mxmtoon,fever dream,196480,4UCSbPweLRQNfkr5MCRooZ,58.0,196480.0,False,0.566,0.695,4.0,-5.961,1.0,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4.0,196.48
34,2022-09-21 01:57,Orla Gartland,Flatline,201203,3YaHNBawBLi0dm85m3ohaI,33.0,201203.0,False,0.755,0.852,2.0,-5.666,1.0,0.0388,0.023,0.00176,0.0475,0.919,123.969,4.0,201.203
35,2022-09-21 02:01,dodie,Sick of Losing Soulmates,267377,4hjbxjZpJ8H6qRCzDOGI0M,53.0,267377.0,True,0.492,0.236,2.0,-17.224,1.0,0.0359,0.723,0.159,0.351,0.151,75.102,4.0,267.377
36,2022-09-21 02:04,dodie,Would You Be So Kind,180952,3ZiuxcBeRanTjfHzVBuuQe,60.0,180952.0,False,0.662,0.616,4.0,-9.621,1.0,0.206,0.156,0.000222,0.126,0.614,160.071,4.0,180.952
37,2022-09-21 02:07,Matilda Mann,Paper Mache World,179083,3Maqlu2aPlU8NluW19O8JD,55.0,179083.0,False,0.479,0.754,2.0,-5.818,1.0,0.0849,0.455,5.82e-06,0.127,0.575,180.109,4.0,179.083
38,2022-09-21 02:11,Orla Gartland,Zombie!,2346,6sDeF4lLQHWfGOqBzV3whw,40.0,177090.0,False,0.54,0.739,7.0,-5.919,1.0,0.231,0.00678,1.1e-05,0.0814,0.616,88.043,4.0,2.346
39,2022-09-21 02:11,Baby Queen,I'm A Mess,7693,1V0aBBaYY5oSsatLMtre9y,32.0,181933.0,True,0.674,0.608,7.0,-7.315,1.0,0.0304,0.289,0.0,0.247,0.42,119.954,4.0,7.693
40,2022-09-21 02:11,Orla Gartland,Why Am I Like This?,212713,1VaB7rOe1mK60C2M9dUl2Y,60.0,212713.0,False,0.63,0.423,2.0,-7.705,1.0,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4.0,212.713
41,2022-09-21 02:23,Orla Gartland,Zombie!,112680,6sDeF4lLQHWfGOqBzV3whw,40.0,177090.0,False,0.54,0.739,7.0,-5.919,1.0,0.231,0.00678,1.1e-05,0.0814,0.616,88.043,4.0,112.68
42,2022-09-21 02:49,Baby Queen,I'm A Mess,181933,1V0aBBaYY5oSsatLMtre9y,32.0,181933.0,True,0.674,0.608,7.0,-7.315,1.0,0.0304,0.289,0.0,0.247,0.42,119.954,4.0,181.933
43,2022-09-21 02:53,Orla Gartland,Figure It Out - Acoustic,235275,6V0A3jkb9ntudO0kmcJ1xd,61.0,183602.0,False,0.658,0.814,0.0,-4.631,1.0,0.0558,0.229,0.00676,0.216,0.69,108.016,4.0,235.275
44,2022-09-21 02:55,Orla Gartland,oh GOD,167939,6b7P9ZrNbF7WNczuIJqJL1,43.0,166413.0,False,0.787,0.241,2.0,-9.115,1.0,0.032,0.221,0.0197,0.167,0.5,92.526,3.0,167.939
45,2022-09-21 03:01,Wasia Project,Burning Eyes R Calling,313491,7yoNS78wCq61PqbfBggqzo,45.0,313539.0,False,0.381,0.123,8.0,-21.272,1.0,0.0612,0.713,5.49e-05,0.177,0.0729,149.728,4.0,313.491
46,2022-09-21 03:04,Orla Gartland,New Friends,179439,35qRwSUu7Z5bvqTE7iGyxi,25.0,178000.0,False,0.676,0.154,7.0,-12.819,1.0,0.0474,0.936,1.83e-05,0.0948,0.353,95.109,4.0,179.439
47,2022-09-21 03:07,Orla Gartland,I Go Crazy - Acoustic,203553,6fmNznIaU7dhIGXVtou157,32.0,203553.0,False,0.734,0.269,6.0,-11.116,0.0,0.0412,0.714,0.0,0.102,0.118,107.883,4.0,203.553
48,2022-09-21 03:11,Baby Queen,Fake Believe,224706,2MS6RRdBVpYQtmWaDC8UyR,32.0,224706.0,False,0.506,0.643,11.0,-6.711,0.0,0.0909,0.108,0.0,0.194,0.258,186.024,4.0,224.706
49,2022-09-21 03:14,Orla Gartland,Inevitable,211178,2rHEY6rgsPyoXWa6dMDrzR,25.0,211178.0,False,0.448,0.441,7.0,-10.121,1.0,0.0932,0.618,2.72e-05,0.114,0.118,76.611,4.0,211.178
50,2022-09-21 03:22,Orla Gartland,Madison,445844,3GNnTQVqE4zUSECYzHXq0b,41.0,224638.0,True,0.523,0.286,5.0,-7.634,1.0,0.0923,0.458,0.0,0.113,0.337,205.336,4.0,445.844
51,2022-09-21 03:25,Gatlin,never been in love,186314,3GKFo6nRa2xnPXlZlKWPQo,57.0,186314.0,True,0.642,0.706,6.0,-9.149,0.0,0.052,0.448,0.00065,0.135,0.524,123.983,4.0,186.314
52,2022-09-21 03:29,Lorde,Green Light,234652,6ie2Bw3xLj2JcGowOlcMhb,73.0,234652.0,False,0.594,0.721,2.0,-7.812,1.0,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4.0,234.652
53,2022-09-21 03:45,Orla Gartland,Overthinking (Demo),201106,2FejHWlKvqILxymiFEL6n5,24.0,201106.0,False,0.818,0.435,3.0,-10.209,1.0,0.16,0.348,0.0,0.0893,0.604,137.919,4.0,201.106
54,2022-09-21 03:48,Hollie Col,Julia,186538,0rheE0QDxFPMAunStuVkQo,27.0,186538.0,False,0.574,0.728,0.0,-3.324,1.0,0.0311,0.536,0.0,0.176,0.839,167.988,4.0,186.538
55,2022-09-21 03:52,Orla Gartland,More Like You - Piano Version,200224,64dZzOERFpgQBIqBkOpvQr,22.0,200224.0,False,0.804,0.214,2.0,-11.347,1.0,0.0484,0.964,0.0,0.124,0.294,123.968,4.0,200.224
56,2022-09-21 04:11,Wasia Project,Why Don't U Love Me,10883,4E7gBwAIuKqyd16eHwY1gF,49.0,216612.0,False,0.474,0.31,5.0,-12.151,1.0,0.0358,0.57,5.45e-05,0.324,0.241,125.925,4.0,10.883
57,2022-09-21 05:30,Ezra Williams,My Own Person,264873,7nMlhFSw9VphHNEgUec9uy,55.0,264873.0,False,0.599,0.546,7.0,-6.984,1.0,0.0328,0.789,2.8e-05,0.116,0.263,89.98,4.0,264.873
58,2022-09-21 05:34,Orla Gartland,Madison (orla & friends version),228618,73ldtXyp1E5sHdSlSuV3Pq,28.0,228618.0,False,0.76,0.22,5.0,-9.343,1.0,0.0371,0.483,0.0,0.293,0.363,99.975,4.0,228.618
59,2022-09-21 05:37,dodie,Got Weird,202435,5z1KeOpL9n1b3iFAJk91iu,49.0,202435.0,True,0.849,0.304,6.0,-15.932,0.0,0.212,0.824,0.198,0.11,0.693,98.0,4.0,202.435
60,2022-09-21 05:41,Bishop Briggs,SOMEONE ELSE,211426,1CYdm33W4P71qdXWAZdrre,39.0,211426.0,False,0.564,0.294,9.0,-8.427,0.0,0.0385,0.883,0.0,0.108,0.341,121.66,4.0,211.426
61,2022-09-21 05:44,mxmtoon,fever dream,196480,4UCSbPweLRQNfkr5MCRooZ,58.0,196480.0,False,0.566,0.695,4.0,-5.961,1.0,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4.0,196.48
62,2022-09-21 05:47,Orla Gartland,Flatline,201203,3YaHNBawBLi0dm85m3ohaI,33.0,201203.0,False,0.755,0.852,2.0,-5.666,1.0,0.0388,0.023,0.00176,0.0475,0.919,123.969,4.0,201.203
63,2022-09-21 05:52,dodie,Sick of Losing Soulmates,267377,4hjbxjZpJ8H6qRCzDOGI0M,53.0,267377.0,True,0.492,0.236,2.0,-17.224,1.0,0.0359,0.723,0.159,0.351,0.151,75.102,4.0,267.377
64,2022-09-21 05:55,dodie,Would You Be So Kind,180952,3ZiuxcBeRanTjfHzVBuuQe,60.0,180952.0,False,0.662,0.616,4.0,-9.621,1.0,0.206,0.156,0.000222,0.126,0.614,160.071,4.0,180.952
65,2022-09-21 05:58,Matilda Mann,Paper Mache World,176378,3Maqlu2aPlU8NluW19O8JD,55.0,179083.0,False,0.479,0.754,2.0,-5.818,1.0,0.0849,0.455,5.82e-06,0.127,0.575,180.109,4.0,176.378
66,2022-09-21 05:58,Orla Gartland,Why Am I Like This?,0,1VaB7rOe1mK60C2M9dUl2Y,60.0,212713.0,False,0.63,0.423,2.0,-7.705,1.0,0.0318,0.507,2.24e-06,0.219,0.319,90.019,4.0,0.0
67,2022-09-21 06:01,Orla Gartland,Zombie!,177090,6sDeF4lLQHWfGOqBzV3whw,40.0,177090.0,False,0.54,0.739,7.0,-5.919,1.0,0.231,0.00678,1.1e-05,0.0814,0.616,88.043,4.0,177.09
68,2022-09-21 06:04,Baby Queen,I'm A Mess,181933,1V0aBBaYY5oSsatLMtre9y,32.0,181933.0,True,0.674,0.608,7.0,-7.315,1.0,0.0304,0.289,0.0,0.247,0.42,119.954,4.0,181.933
69,2022-09-21 06:08,Orla Gartland,Figure It Out - Acoustic,235275,6V0A3jkb9ntudO0kmcJ1xd,61.0,183602.0,False,0.658,0.814,0.0,-4.631,1.0,0.0558,0.229,0.00676,0.216,0.69,108.016,4.0,235.275
70,2022-09-21 06:10,Orla Gartland,oh GOD,167939,6b7P9ZrNbF7WNczuIJqJL1,43.0,166413.0,False,0.787,0.241,2.0,-9.115,1.0,0.032,0.221,0.0197,0.167,0.5,92.526,3.0,167.939
71,2022-09-21 06:16,Wasia Project,Burning Eyes R Calling,313491,7yoNS78wCq61PqbfBggqzo,45.0,313539.0,False,0.381,0.123,8.0,-21.272,1.0,0.0612,0.713,5.49e-05,0.177,0.0729,149.728,4.0,313.491
72,2022-09-21 06:19,Orla Gartland,New Friends,179439,35qRwSUu7Z5bvqTE7iGyxi,25.0,178000.0,False,0.676,0.154,7.0,-12.819,1.0,0.0474,0.936,1.83e-05,0.0948,0.353,95.109,4.0,179.439
73,2022-09-21 06:22,Orla Gartland,I Go Crazy - Acoustic,203553,6fmNznIaU7dhIGXVtou157,32.0,203553.0,False,0.734,0.269,6.0,-11.116,0.0,0.0412,0.714,0.0,0.102,0.118,107.883,4.0,203.553
74,2022-09-21 06:26,Baby Queen,Fake Believe,224706,2MS6RRdBVpYQtmWaDC8UyR,32.0,224706.0,False,0.506,0.643,11.0,-6.711,0.0,0.0909,0.108,0.0,0.194,0.258,186.024,4.0,224.706
75,2022-09-21 06:29,Orla Gartland,Inevitable,211178,2rHEY6rgsPyoXWa6dMDrzR,25.0,211178.0,False,0.448,0.441,7.0,-10.121,1.0,0.0932,0.618,2.72e-05,0.114,0.118,76.611,4.0,211.178
76,2022-09-21 06:33,Orla Gartland,Madison,224638,3GNnTQVqE4zUSECYzHXq0b,41.0,224638.0,True,0.523,0.286,5.0,-7.634,1.0,0.0923,0.458,0.0,0.113,0.337,205.336,4.0,224.638
77,2022-09-21 06:36,Gatlin,never been in love,186314,3GKFo6nRa2xnPXlZlKWPQo,57.0,186314.0,True,0.642,0.706,6.0,-9.149,0.0,0.052,0.448,0.00065,0.135,0.524,123.983,4.0,186.314
78,2022-09-21 06:40,Lorde,Green Light,234652,6ie2Bw3xLj2JcGowOlcMhb,73.0,234652.0,False,0.594,0.721,2.0,-7.812,1.0,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,4.0,234.652
79,2022-09-21 06:44,Orla Gartland,Overthinking (Demo),201106,2FejHWlKvqILxymiFEL6n5,24.0,201106.0,False,0.818,0.435,3.0,-10.209,1.0,0.16,0.348,0.0,0.0893,0.604,137.919,4.0,201.106
80,2022-09-21 06:47,Hollie Col,Julia,186538,0rheE0QDxFPMAunStuVkQo,27.0,186538.0,False,0.574,0.728,0.0,-3.324,1.0,0.0311,0.536,0.0,0.176,0.839,167.988,4.0,186.538
81,2022-09-21 06:50,Orla Gartland,More Like You - Piano Version,200224,64dZzOERFpgQBIqBkOpvQr,22.0,200224.0,False,0.804,0.214,2.0,-11.347,1.0,0.0484,0.964,0.0,0.124,0.294,123.968,4.0,200.224
82,2022-09-21 06:53,Wasia Project,Why Don't U Love Me,158962,4E7gBwAIuKqyd16eHwY1gF,49.0,216612.0,False,0.474,0.31,5.0,-12.151,1.0,0.0358,0.57,5.45e-05,0.324,0.241,125.925,4.0,158.962
83,2022-09-21 06:56,Claud,Wish You Were Gay,191304,1UOgQpv8Ofd3OtlmpCjmTM,49.0,191306.0,False,0.632,0.332,2.0,-9.1,1.0,0.0483,0.83,1.99e-06,0.226,0.348,70.426,4.0,191.304
84,2022-09-21 07:00,dodie,She,213611,45h4w81P5iJJTSeR0jJUQ8,63.0,213611.0,False,0.479,0.154,2.0,-15.051,1.0,0.0369,0.755,0.0261,0.11,0.232,92.457,4.0,213.611
85,2022-09-21 07:03,Orla Gartland,Pretending,215694,1XFxLlYuWdebo6hgczaVDu,37.0,215694.0,True,0.741,0.484,7.0,-7.698,1.0,0.0413,0.0443,0.00544,0.499,0.308,125.925,4.0,215.694
86,2022-09-21 07:06,Tessa Violet,Interlude III,169723,2gKFOjYqtJpSsIXdRxZQfH,34.0,169723.0,True,0.8,0.129,8.0,-14.569,1.0,0.0486,0.959,0.0653,0.103,0.261,123.915,4.0,169.723
87,2022-09-21 07:09,Orla Gartland,Did It To Myself,196939,7GxyVndw3cC5Pw27dw8AQM,38.0,196939.0,True,0.751,0.429,5.0,-10.552,1.0,0.0609,0.0627,5.54e-05,0.0993,0.393,95.025,4.0,196.939
88,2022-09-21 07:13,Orla Gartland,I Go Crazy,214574,2Rj9HWaNkUsxdjM2khuqNd,44.0,214574.0,False,0.784,0.588,6.0,-8.26,0.0,0.0524,0.0891,0.0,0.126,0.519,109.994,4.0,214.574
89,2022-09-21 07:16,Daniela Andrade,Lost in Translation,188000,7CSaSIkS87whTKKuJ5BWIr,30.0,188000.0,False,0.509,0.398,1.0,-9.044,1.0,0.279,0.496,0.000428,0.0951,0.754,172.766,4.0,188.0
90,2022-09-21 07:20,Orla Gartland,Heavy,244946,7y7Wd6SDy39DHRfRU20GNU,33.0,244946.0,False,0.645,0.19,5.0,-12.02,1.0,0.0382,0.785,0.000435,0.102,0.112,139.981,4.0,244.946
91,2022-09-21 07:23,Orla Gartland,Codependency,191881,0o2BJHj9wQTCb5UfY7R7jl,45.0,191881.0,True,0.805,0.606,4.0,-5.506,1.0,0.05,0.107,0.0,0.369,0.426,122.046,4.0,191.881
92,2022-09-21 07:27,Maya Hawke,Blue Hippo,199711,1kKHlRNEXpIkYARjFXGmnm,42.0,199711.0,False,0.694,0.447,10.0,-10.454,1.0,0.0337,0.944,0.117,0.0951,0.349,106.903,4.0,199.711
93,2022-09-21 07:30,Orla Gartland,"You're Not Special, Babe",203263,0GaVSVifeBSwnNTNordPGC,46.0,203263.0,True,0.731,0.466,0.0,-7.289,1.0,0.0846,0.121,0.00103,0.189,0.324,145.003,4.0,203.263
94,2022-09-21 07:42,Orla Gartland,More Like You,103701,2cKHnVTfjxDaDYnMUyhZwU,49.0,220208.0,False,0.884,0.432,2.0,-10.128,1.0,0.0438,0.592,0.000449,0.104,0.772,127.953,4.0,103.701
95,2022-09-21 08:26,Kit Connor,Last Request,113197,6xM8oBy40nK1rOd8WmoOPx,69.0,220413.0,False,0.605,0.704,5.0,-6.564,1.0,0.0476,0.241,0.0,0.137,0.4,80.925,4.0,113.197
96,2022-09-21 08:31,Wasia Project,impossible,269500,6FDzlEOK29XWew1qfnGhaU,54.0,269500.0,False,0.314,0.521,5.0,-7.88,1.0,0.0431,0.454,0.0,0.322,0.291,145.94,4.0,269.5
97,2022-09-21 09:21,Wasia Project,U Deserve,175967,6WrV6G0sfh86sZVwSLGUh3,46.0,218383.0,False,0.513,0.125,0.0,-20.33,1.0,0.0398,0.761,8.38e-05,0.333,0.0932,75.118,4.0,175.967
98,2022-09-21 15:13,Wasia Project,U Deserve,213404,6WrV6G0sfh86sZVwSLGUh3,46.0,218383.0,False,0.513,0.125,0.0,-20.33,1.0,0.0398,0.761,8.38e-05,0.333,0.0932,75.118,4.0,213.404
99,2022-09-21 15:25,Sammy Rae & The Friends,Living Room Floor,122415,7kwTbAGU3Xe3zKPmPth4HP,44.0,222865.0,True,0.42,0.324,7.0,-11.829,1.0,0.0302,0.908,0.000434,0.11,0.322,91.729,4.0,122.415
100,2022-09-22 05:40,Ezra Williams,My Own Person,264873,7nMlhFSw9VphHNEgUec9uy,55.0,264873.0,False,0.599,0.546,7.0,-6.984,1.0,0.0328,0.789,2.8e-05,0.116,0.263,89.98,4.0,264.873
101,2022-09-22 05:44,Orla Gartland,Madison (orla & friends version),228618,73ldtXyp1E5sHdSlSuV3Pq,28.0,228618.0,False,0.76,0.22,5.0,-9.343,1.0,0.0371,0.483,0.0,0.293,0.363,99.975,4.0,228.618
102,2022-09-22 05:47,Bishop Briggs,SOMEONE ELSE,211426,1CYdm33W4P71qdXWAZdrre,39.0,211426.0,False,0.564,0.294,9.0,-8.427,0.0,0.0385,0.883,0.0,0.108,0.341,121.66,4.0,211.426
103,2022-09-22 05:48,mxmtoon,fever dream,60006,4UCSbPweLRQNfkr5MCRooZ,58.0,196480.0,False,0.566,0.695,4.0,-5.961,1.0,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4.0,60.006
104,2022-09-22 05:52,mxmtoon,fever dream,3358,4UCSbPweLRQNfkr5MCRooZ,58.0,196480.0,False,0.566,0.695,4.0,-5.961,1.0,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4.0,3.358
105,2022-09-22 05:56,Ezra Williams,My Own Person,264873,7nMlhFSw9VphHNEgUec9uy,55.0,264873.0,False,0.599,0.546,7.0,-6.984,1.0,0.0328,0.789,2.8e-05,0.116,0.263,89.98,4.0,264.873
106,2022-09-22 06:00,Orla Gartland,Madison (orla & friends version),228618,73ldtXyp1E5sHdSlSuV3Pq,28.0,228618.0,False,0.76,0.22,5.0,-9.343,1.0,0.0371,0.483,0.0,0.293,0.363,99.975,4.0,228.618
107,2022-09-22 06:03,Wasia Project,Burning Eyes R Calling,193809,7yoNS78wCq61PqbfBggqzo,45.0,313539.0,False,0.381,0.123,8.0,-21.272,1.0,0.0612,0.713,5.49e-05,0.177,0.0729,149.728,4.0,193.809
108,2022-09-22 06:07,Bishop Briggs,SOMEONE ELSE,211426,1CYdm33W4P71qdXWAZdrre,39.0,211426.0,False,0.564,0.294,9.0,-8.427,0.0,0.0385,0.883,0.0,0.108,0.341,121.66,4.0,211.426
109,2022-09-22 06:48,mxmtoon,fever dream,71376,4UCSbPweLRQNfkr5MCRooZ,58.0,196480.0,False,0.566,0.695,4.0,-5.961,1.0,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,4.0,71.376
110,2022-09-22 08:58,Ezra Williams,My Own Person,264873,7nMlhFSw9VphHNEgUec9uy,55.0,264873.0,False,0.599,0.546,7.0,-6.984,1.0,0.0328,0.789,2.8e-05,0.116,0.263,89.98,4.0,264.873
111,2022-09-22 09:04,Orla Gartland,Madison (orla & friends version),309365,73ldtXyp1E5sHdSlSuV3Pq,28.0,228618.0,False,0.76,0.22,5.0,-9.343,1.0,0.0371,0.483,0.0,0.293,0.363,99.975,4.0,309.365
112,2022-09-22 09:14,Wasia Project,Burning Eyes R Calling,606390,7yoNS78wCq61PqbfBggqzo,45.0,313539.0,False,0.381,0.123,8.0,-21.272,1.0,0.0612,0.713,5.49e-05,0.177,0.0729,149.728,4.0,606.39
113,2022-09-22 09:18,Bishop Briggs,SOMEONE ELSE,211426,1CYdm33W4P71qdXWAZdrre,39.0,211426.0,False,0.564,0.294,9.0,-8.427,0.0,0.0385,0.883,0.0,0.108,0.341,121.66,4.0,211.426
