index,endTime,artistName,trackName,msPlayed,track_id,track_popularity,track_duration,track_explicit,sPlayed,msPlayed_dt
5045,2023-01-02 05:53:00,dodie,Got Weird,202435,5z1KeOpL9n1b3iFAJk91iu,49.0,202435.0,True,202.435,0 days 00:03:22.435000
5046,2023-01-02 05:56:00,dodie,Boys Like You,180825,73yR3kAdE531RRYUdFLWad,42.0,180825.0,False,180.825,0 days 00:03:00.825000
5047,2023-01-02 06:08:00,Orla Gartland,Figure It Out,85522,37XSHvNDu2RjMOlMYyouiA,28.0,200803.0,True,85.522,0 days 00:01:25.522000
5048,2023-01-02 06:46:00,Orla Gartland,Overthinking (Demo),201106,2FejHWlKvqILxymiFEL6n5,24.0,201106.0,False,201.106,0 days 00:03:21.106000
5049,2023-01-02 06:48:00,dodie,Arms Unfolding,95764,6AURpqbH7V45OwiyQBkgpW,44.0,95764.0,False,95.764,0 days 00:01:35.764000
5050,2023-01-02 06:51:00,dodie,Guiltless (Bonus),209647,3MOcjyHSgktK1iOILE0UJD,38.0,209647.0,False,209.647,0 days 00:03:29.647000
5051,2023-01-02 06:54:00,dodie,Ready Now,181969,1xzIv4LPe57Lgz3ELDOdBE,53.0,181969.0,False,181.969,0 days 00:03:01.969000
5052,2023-01-02 06:57:00,dodie,Intertwined,191100,3uYxmgnOA9lJYAsHyEbbWA,44.0,191100.0,False,191.1,0 days 00:03:11.100000
5053,2023-01-02 07:01:00,dodie,Secret For The Mad,197278,2Uk0aFqYCtecHL5MCq2we0,47.0,197278.0,False,197.278,0 days 00:03:17.278000
5054,2023-01-02 07:06:00,Orla Gartland,Get Back,23177,7N2PRq96UsOxI3ItwnrJDx,25.0,188108.0,False,23.177,0 days 00:00:23.177000
5055,2023-01-02 07:06:00,Jacob Collier,Here Comes The Sun (feat. dodie),238360,0fu5r69xQg8OQCGsK2S5Il,42.0,238360.0,False,238.36,0 days 00:03:58.360000
5056,2023-01-02 07:10:00,dodie,Burned Out,211940,2FhTvTUcbTRIxvNmdpjtbw,48.0,211940.0,False,211.94,0 days 00:03:31.940000
5057,2023-01-02 07:13:00,Orla Gartland,Why Am I Like This?,212713,1VaB7rOe1mK60C2M9dUl2Y,60.0,212713.0,False,212.713,0 days 00:03:32.713000
5058,2023-01-02 07:17:00,Orla Gartland,More Like You,220208,2cKHnVTfjxDaDYnMUyhZwU,49.0,220208.0,False,220.208,0 days 00:03:40.208000
5059,2023-01-02 07:18:00,dodie,Air So Sweet,65300,60CueJX9vAclyPm2229I2d,56.0,65300.0,False,65.3,0 days 00:01:05.300000
5060,2023-01-02 07:21:00,dodie,Got Weird,202435,5z1KeOpL9n1b3iFAJk91iu,49.0,202435.0,True,202.435,0 days 00:03:22.435000
5061,2023-01-02 07:24:00,Orla Gartland,oh GOD,167939,6b7P9ZrNbF7WNczuIJqJL1,43.0,166413.0,False,167.939,0 days 00:02:47.939000
5062,2023-01-02 07:27:00,Faultline,All I Do Is Dream of You,162046,1Cxx2ec6iADMThJFeKSOzl,38.0,162046.0,False,162.046,0 days 00:02:42.046000
5063,2023-01-02 07:38:00,Orla Gartland,Did It To Myself,90039,7GxyVndw3cC5Pw27dw8AQM,38.0,196939.0,True,90.039,0 days 00:01:30.039000
5064,2023-01-03 12:18:00,dodie,When,2295,161iaO13CvAJ3IZC2EtAEQ,49.0,223108.0,False,2.295,0 days 00:00:02.295000
5065,2023-01-03 12:18:00,dodie,Burned Out,1722,2FhTvTUcbTRIxvNmdpjtbw,48.0,211940.0,False,1.722,0 days 00:00:01.722000
5066,2023-01-03 12:18:00,Wasia Project,My Vine,63681,5qijmwAZOkz18fJ1Wu5mY1,47.0,188081.0,False,63.681,0 days 00:01:03.681000
5067,2023-01-03 12:18:00,Orla Gartland,New Friends,939,35qRwSUu7Z5bvqTE7iGyxi,25.0,178000.0,False,0.939,0 days 00:00:00.939000
5068,2023-01-03 12:18:00,Orla Gartland,Why Am I Like This?,2572,1VaB7rOe1mK60C2M9dUl2Y,60.0,212713.0,False,2.572,0 days 00:00:02.572000
5069,2023-01-03 12:21:00,dodie,Boys Like You,180825,73yR3kAdE531RRYUdFLWad,42.0,180825.0,False,180.825,0 days 00:03:00.825000
5070,2023-01-03 12:24:00,dodie,Human,202721,7o8vTKpUe6GvlssjGhZk7d,48.0,202721.0,False,202.721,0 days 00:03:22.721000
5071,2023-01-03 12:28:00,Orla Gartland,Overthinking (Demo),201106,2FejHWlKvqILxymiFEL6n5,24.0,201106.0,False,201.106,0 days 00:03:21.106000
5072,2023-01-03 12:31:00,Orla Gartland,Between My Teeth,196093,07FNKVJKWX08paQiethhD0,38.0,196093.0,False,196.093,0 days 00:03:16.093000
5073,2023-01-03 12:34:00,Pomplamoose,Shotgun,175932,3AlbodF0tKd4Pzhm2wbZdU,41.0,175932.0,False,175.932,0 days 00:02:55.932000
5074,2023-01-03 12:37:00,dodie,don't quite belong (demo),205873,1shFuXMd9yPSIDrpeb660U,33.0,205873.0,False,205.873,0 days 00:03:25.873000
5075,2023-01-03 12:41:00,dodie,Hate Myself - Georgia Remix,240869,3pDABAV7jMu9bFC2HHv2RT,24.0,240869.0,False,240.869,0 days 00:04:00.869000
5076,2023-01-03 12:44:00,Pomplamoose,Breakup Mashup,174352,7oIGWbgAbukbtTIdxnlIwd,37.0,174352.0,True,174.352,0 days 00:02:54.352000
5077,2023-01-03 12:47:00,dodie,Hot Mess,174558,5V93DZxOOLqTT5zF8uWOm2,45.0,174558.0,True,174.558,0 days 00:02:54.558000
5078,2023-01-03 12:50:00,Orla Gartland,Codependency,191881,0o2BJHj9wQTCb5UfY7R7jl,45.0,191881.0,True,191.881,0 days 00:03:11.881000
5079,2023-01-03 12:54:00,Orla Gartland,Pretending,215694,1XFxLlYuWdebo6hgczaVDu,37.0,215694.0,True,215.694,0 days 00:03:35.694000
5080,2023-01-03 12:57:00,dodie,Ready Now,181969,1xzIv4LPe57Lgz3ELDOdBE,53.0,181969.0,False,181.969,0 days 00:03:01.969000
5081,2023-01-03 12:58:00,Orla Gartland,Afterlife - demo,83129,3OKVZxc0bnYfKUEX8Y6uTC,31.0,83129.0,True,83.129,0 days 00:01:23.129000
5082,2023-01-03 13:01:00,dodie,You,170975,1U0nWcWMR1gyHEHBvx5YpW,43.0,170975.0,False,170.975,0 days 00:02:50.975000
5084,2023-01-03 13:13:00,dodie,You,78343,1U0nWcWMR1gyHEHBvx5YpW,43.0,170975.0,False,78.343,0 days 00:01:18.343000
5085,2023-01-03 14:22:00,Orla Gartland,Over Your Head - SASAMI remix,167665,0buA8H0Z5Vj1PupvbsQpev,14.0,167665.0,False,167.665,0 days 00:02:47.665000
5086,2023-01-03 14:25:00,Orla Gartland,Bloodline / Difficult Things - live in Dublin,178850,5XMDQIMAOlvnEm4Db2eecW,17.0,369671.0,False,178.85,0 days 00:02:58.850000
5087,2023-01-03 14:36:00,dodie,Sick of Losing Soulmates,7840,4hjbxjZpJ8H6qRCzDOGI0M,53.0,267377.0,True,7.84,0 days 00:00:07.840000
5088,2023-01-03 22:17:00,dodie,Sick of Losing Soulmates,790,4hjbxjZpJ8H6qRCzDOGI0M,53.0,267377.0,True,0.79,0 days 00:00:00.790000
5089,2023-01-03 22:19:00,dodie,anything (demo),151910,5bbDtmnf1oOe5MSRFoL4e8,34.0,151910.0,False,151.91,0 days 00:02:31.910000
5090,2023-01-03 22:23:00,Orla Gartland,I Go Crazy,214574,2Rj9HWaNkUsxdjM2khuqNd,44.0,214574.0,False,214.574,0 days 00:03:34.574000
5091,2023-01-03 22:26:00,dodie,Ready Now,181969,1xzIv4LPe57Lgz3ELDOdBE,53.0,181969.0,False,181.969,0 days 00:03:01.969000
5092,2023-01-03 22:37:00,dodie,Guiltless,35188,1UBe9K7MECJJOYd20nwhpl,40.0,208033.0,False,35.188,0 days 00:00:35.188000
5093,2023-01-04 13:13:00,dodie,Guiltless,83758,1UBe9K7MECJJOYd20nwhpl,40.0,208033.0,False,83.758,0 days 00:01:23.758000
5094,2023-01-04 13:16:00,Orla Gartland,Overthinking (Demo),201106,2FejHWlKvqILxymiFEL6n5,24.0,201106.0,False,201.106,0 days 00:03:21.106000
5095,2023-01-04 13:28:00,Orla Gartland,More Like You - Piano Version,136179,64dZzOERFpgQBIqBkOpvQr,22.0,200224.0,False,136.179,0 days 00:02:16.179000
5096,2023-01-04 14:30:00,Orla Gartland,More Like You - Piano Version,194884,64dZzOERFpgQBIqBkOpvQr,22.0,200224.0,False,194.884,0 days 00:03:14.884000
5097,2023-01-04 14:34:00,dodie,Burned Out,211940,2FhTvTUcbTRIxvNmdpjtbw,48.0,211940.0,False,211.94,0 days 00:03:31.940000
5098,2023-01-04 14:38:00,Orla Gartland,"You're Not Special, Babe",203263,0GaVSVifeBSwnNTNordPGC,46.0,203263.0,True,203.263,0 days 00:03:23.263000
5099,2023-01-04 14:42:00,Jacob Collier,Here Comes The Sun (feat. dodie),238360,0fu5r69xQg8OQCGsK2S5Il,42.0,238360.0,False,238.36,0 days 00:03:58.360000
5100,2023-01-04 14:45:00,dodie,bite back (demo),180366,5IWbVSHXMJzuHE7PoZdu7f,34.0,180366.0,False,180.366,0 days 00:03:00.366000
5101,2023-01-04 14:49:00,dodie,Guiltless (Bonus),209647,3MOcjyHSgktK1iOILE0UJD,38.0,209647.0,False,209.647,0 days 00:03:29.647000
5102,2023-01-04 15:01:00,dodie,Hate Myself (Voice Memo),148256,5op5f1pZvU7Vj0KDSYSYdK,24.0,208657.0,False,148.256,0 days 00:02:28.256000
5103,2023-01-04 22:10:00,dodie,Hate Myself (Voice Memo),60733,5op5f1pZvU7Vj0KDSYSYdK,24.0,208657.0,False,60.733,0 days 00:01:00.733000
5104,2023-01-04 22:13:00,dodie,You,170975,1U0nWcWMR1gyHEHBvx5YpW,43.0,170975.0,False,170.975,0 days 00:02:50.975000
5105,2023-01-04 22:55:00,Pomplamoose,Shotgun,42571,3AlbodF0tKd4Pzhm2wbZdU,41.0,175932.0,False,42.571,0 days 00:00:42.571000
5106,2023-01-04 23:39:00,Pomplamoose,Shotgun,176899,3AlbodF0tKd4Pzhm2wbZdU,41.0,175932.0,False,176.899,0 days 00:02:56.899000
5107,2023-01-04 23:42:00,Orla Gartland,Did It To Myself,196939,7GxyVndw3cC5Pw27dw8AQM,38.0,196939.0,True,196.939,0 days 00:03:16.939000
5108,2023-01-04 23:46:00,Orla Gartland,Figure It Out - Acoustic,235275,6V0A3jkb9ntudO0kmcJ1xd,61.0,183602.0,False,235.275,0 days 00:03:55.275000
5109,2023-01-04 23:49:00,dodie,Would You Be So Kind,180952,3ZiuxcBeRanTjfHzVBuuQe,60.0,180952.0,False,180.952,0 days 00:03:00.952000
5110,2023-01-04 23:52:00,dodie,Lonely Bones,184532,5HFzAeZkaTDBhlaqwcRmeL,47.0,184532.0,False,184.532,0 days 00:03:04.532000
5111,2023-01-04 23:55:00,dodie,When - Live,195000,5CqXrqDRXfF5jNVwT0nmPF,38.0,195000.0,False,195.0,0 days 00:03:15
5112,2023-01-04 23:58:00,dodie,I Kissed Someone (It Wasn't You),150937,35NX4IIsuOOm6isMzTdqtQ,46.0,150937.0,False,150.937,0 days 00:02:30.937000
5113,2023-01-05 00:01:00,dodie,Cool Girl,199384,51ZW0OUvhcO0uyXR3E68bh,45.0,199384.0,False,199.384,0 days 00:03:19.384000
5114,2023-01-05 00:04:00,Orla Gartland,oh GOD,167939,6b7P9ZrNbF7WNczuIJqJL1,43.0,166413.0,False,167.939,0 days 00:02:47.939000
5115,2023-01-05 00:07:00,dodie,Party Tattoos,217700,3UCOHhnYLVw2ODokTTtaka,43.0,217700.0,False,217.7,0 days 00:03:37.700000
5116,2023-01-05 00:11:00,Orla Gartland,Get Back,188108,7N2PRq96UsOxI3ItwnrJDx,25.0,188108.0,False,188.108,0 days 00:03:08.108000
5117,2023-01-05 00:14:00,dodie,In The Middle,181632,6BBfG9FiwJhRVMCd9IYl6c,48.0,181632.0,False,181.632,0 days 00:03:01.632000
5118,2023-01-05 00:17:00,Orla Gartland,Pretending,215694,1XFxLlYuWdebo6hgczaVDu,37.0,215694.0,True,215.694,0 days 00:03:35.694000
5119,2023-01-05 00:19:00,Orla Gartland,Do You Mind?,92189,1A1W9rKYRbZSgKNAUOBOs0,34.0,217326.0,False,92.189,0 days 00:01:32.189000
5120,2023-01-05 00:29:00,dodie,Absolutely Smitten,7383,71SidvkT6LCBHRZI858TsQ,51.0,181000.0,False,7.383,0 days 00:00:07.383000
5121,2023-01-06 01:12:00,dodie,Absolutely Smitten,173710,71SidvkT6LCBHRZI858TsQ,51.0,181000.0,False,173.71,0 days 00:02:53.710000
5122,2023-01-06 01:15:00,dodie,6/10,185487,6aDyiU2cVrqh33UEnEo3WA,43.0,185487.0,False,185.487,0 days 00:03:05.487000
5123,2023-01-06 01:15:00,Orla Gartland,More Like You - acoustic,764,4WWlAdCman93m7W3OVBA7X,22.0,237698.0,False,0.764,0 days 00:00:00.764000
5124,2023-01-06 01:20:00,Orla Gartland,More Like You - acoustic,236960,4WWlAdCman93m7W3OVBA7X,22.0,237698.0,False,236.96,0 days 00:03:56.960000
5125,2023-01-06 01:22:00,dodie,"one last time, please (demo)",163539,3BEbE3VLuHWyq7lspx35GF,35.0,163539.0,False,163.539,0 days 00:02:43.539000
5126,2023-01-06 01:26:00,Orla Gartland,Inevitable,211178,2rHEY6rgsPyoXWa6dMDrzR,25.0,211178.0,False,211.178,0 days 00:03:31.178000
5127,2023-01-06 01:29:00,Faultline,All I Do Is Dream of You,162046,1Cxx2ec6iADMThJFeKSOzl,38.0,162046.0,False,162.046,0 days 00:02:42.046000
5128,2023-01-06 01:39:00,dodie,Monster,199571,2MKIadkPrRqaivpyn6cnI0,55.0,245847.0,False,199.571,0 days 00:03:19.571000
5129,2023-01-06 01:39:00,dodie,Instrumental,1102,7KHT9zexpmqYyxQVLJ5uts,37.0,50340.0,False,1.102,0 days 00:00:01.102000
5130,2023-01-06 01:44:00,Orla Gartland,Figure It Out,200803,37XSHvNDu2RjMOlMYyouiA,28.0,200803.0,True,200.803,0 days 00:03:20.803000
5131,2023-01-06 01:46:00,Orla Gartland,Things That I've Learned,154047,1sq2qpQkkgM1swCDJwmbGr,32.0,154047.0,False,154.047,0 days 00:02:34.047000
5132,2023-01-06 01:49:00,dodie,let go (demo),161288,0C1J9WEWIskxtqN9nTpl44,35.0,161288.0,False,161.288,0 days 00:02:41.288000
5133,2023-01-06 01:52:00,Orla Gartland,Lonely People,189500,5JbboJ0g2y6hOcszKoLTMC,33.0,189500.0,False,189.5,0 days 00:03:09.500000
5134,2023-01-06 01:57:00,dodie,If I'm Being Honest,279324,5K2cBicu96Pf4mrBv3Jojk,46.0,279324.0,False,279.324,0 days 00:04:39.324000
5135,2023-01-06 02:00:00,Orla Gartland,Zombie!,177090,6sDeF4lLQHWfGOqBzV3whw,40.0,177090.0,False,177.09,0 days 00:02:57.090000
5136,2023-01-06 02:03:00,Orla Gartland,Flatline,201203,3YaHNBawBLi0dm85m3ohaI,33.0,201203.0,False,201.203,0 days 00:03:21.203000
5137,2023-01-06 02:07:00,Orla Gartland,Heavy,244946,7y7Wd6SDy39DHRfRU20GNU,33.0,244946.0,False,244.946,0 days 00:04:04.946000
5138,2023-01-06 02:11:00,Orla Gartland,I Go Crazy - Acoustic,203553,6fmNznIaU7dhIGXVtou157,32.0,203553.0,False,203.553,0 days 00:03:23.553000
5139,2023-01-06 02:23:00,dodie,Hot Mess,165358,5V93DZxOOLqTT5zF8uWOm2,45.0,174558.0,True,165.358,0 days 00:02:45.358000
5140,2023-01-06 05:11:00,Orla Gartland,Left Behind,23,3XwpRfAKRkYGFu5SqvdNK5,32.0,255321.0,False,0.023,0 days 00:00:00.023000
