track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,uri,track_href,analysis_url,duration_ms,time_signature,duration_ms_dt,trackName,artistName,total_played_duration,total_played_count
73ldtXyp1E5sHdSlSuV3Pq,0.76,0.22,5,-9.343,1,0.0371,0.483,0.0,0.293,0.363,99.975,spotify:track:73ldtXyp1E5sHdSlSuV3Pq,https://api.spotify.com/v1/tracks/73ldtXyp1E5sHdSlSuV3Pq,https://api.spotify.com/v1/audio-analysis/73ldtXyp1E5sHdSlSuV3Pq,228619,4,0 days 00:03:48.619000,Madison (orla & friends version),Orla Gartland,0 days 03:03:36,53
5z1KeOpL9n1b3iFAJk91iu,0.849,0.304,6,-15.932,0,0.212,0.824,0.198,0.11,0.693,98.0,spotify:track:5z1KeOpL9n1b3iFAJk91iu,https://api.spotify.com/v1/tracks/5z1KeOpL9n1b3iFAJk91iu,https://api.spotify.com/v1/audio-analysis/5z1KeOpL9n1b3iFAJk91iu,202435,4,0 days 00:03:22.435000,Got Weird,dodie,0 days 03:53:56.371000,77
1CYdm33W4P71qdXWAZdrre,0.564,0.294,9,-8.427,0,0.0385,0.883,0.0,0.108,0.341,121.66,spotify:track:1CYdm33W4P71qdXWAZdrre,https://api.spotify.com/v1/tracks/1CYdm33W4P71qdXWAZdrre,https://api.spotify.com/v1/audio-analysis/1CYdm33W4P71qdXWAZdrre,211427,4,0 days 00:03:31.427000,SOMEONE ELSE,Bishop Briggs,0 days 00:10:34.278000,3
4UCSbPweLRQNfkr5MCRooZ,0.566,0.695,4,-5.961,1,0.0282,0.125,3.56e-05,0.0888,0.191,101.912,spotify:track:4UCSbPweLRQNfkr5MCRooZ,https://api.spotify.com/v1/tracks/4UCSbPweLRQNfkr5MCRooZ,https://api.spotify.com/v1/audio-analysis/4UCSbPweLRQNfkr5MCRooZ,196480,4,0 days 00:03:16.480000,fever dream,mxmtoon,0 days 00:26:27.741000,9
3YaHNBawBLi0dm85m3ohaI,0.755,0.852,2,-5.666,1,0.0388,0.023,0.00176,0.0475,0.919,123.969,spotify:track:3YaHNBawBLi0dm85m3ohaI,https://api.spotify.com/v1/tracks/3YaHNBawBLi0dm85m3ohaI,https://api.spotify.com/v1/audio-analysis/3YaHNBawBLi0dm85m3ohaI,201204,4,0 days 00:03:21.204000,Flatline,Orla Gartland,0 days 02:41:01.235000,51
4hjbxjZpJ8H6qRCzDOGI0M,0.492,0.236,2,-17.224,1,0.0359,0.723,0.159,0.351,0.151,75.102,spotify:track:4hjbxjZpJ8H6qRCzDOGI0M,https://api.spotify.com/v1/tracks/4hjbxjZpJ8H6qRCzDOGI0M,https://api.spotify.com/v1/audio-analysis/4hjbxjZpJ8H6qRCzDOGI0M,267378,4,0 days 00:04:27.378000,Sick of Losing Soulmates,dodie,0 days 03:47:15.600000,63
3ZiuxcBeRanTjfHzVBuuQe,0.662,0.616,4,-9.621,1,0.206,0.156,0.000222,0.126,0.614,160.071,spotify:track:3ZiuxcBeRanTjfHzVBuuQe,https://api.spotify.com/v1/tracks/3ZiuxcBeRanTjfHzVBuuQe,https://api.spotify.com/v1/audio-analysis/3ZiuxcBeRanTjfHzVBuuQe,180952,4,0 days 00:03:00.952000,Would You Be So Kind,dodie,0 days 02:44:16.068000,59
3Maqlu2aPlU8NluW19O8JD,0.479,0.754,2,-5.818,1,0.0849,0.455,5.82e-06,0.127,0.575,180.109,spotify:track:3Maqlu2aPlU8NluW19O8JD,https://api.spotify.com/v1/tracks/3Maqlu2aPlU8NluW19O8JD,https://api.spotify.com/v1/audio-analysis/3Maqlu2aPlU8NluW19O8JD,179083,4,0 days 00:02:59.083000,Paper Mache World,Matilda Mann,0 days 00:19:55.474000,11
6sDeF4lLQHWfGOqBzV3whw,0.54,0.739,7,-5.919,1,0.231,0.00678,1.1e-05,0.0814,0.616,88.043,spotify:track:6sDeF4lLQHWfGOqBzV3whw,https://api.spotify.com/v1/tracks/6sDeF4lLQHWfGOqBzV3whw,https://api.spotify.com/v1/audio-analysis/6sDeF4lLQHWfGOqBzV3whw,177091,4,0 days 00:02:57.091000,Zombie!,Orla Gartland,0 days 03:29:27.153000,78
1V0aBBaYY5oSsatLMtre9y,0.674,0.608,7,-7.315,1,0.0304,0.289,0.0,0.247,0.42,119.954,spotify:track:1V0aBBaYY5oSsatLMtre9y,https://api.spotify.com/v1/tracks/1V0aBBaYY5oSsatLMtre9y,https://api.spotify.com/v1/audio-analysis/1V0aBBaYY5oSsatLMtre9y,181933,4,0 days 00:03:01.933000,I'm A Mess,Baby Queen,0 days 00:30:32.715000,12
6V0A3jkb9ntudO0kmcJ1xd,0.658,0.814,0,-4.631,1,0.0558,0.229,0.00676,0.216,0.69,108.016,spotify:track:6V0A3jkb9ntudO0kmcJ1xd,https://api.spotify.com/v1/tracks/6V0A3jkb9ntudO0kmcJ1xd,https://api.spotify.com/v1/audio-analysis/6V0A3jkb9ntudO0kmcJ1xd,183602,4,0 days 00:03:03.602000,Figure It Out - Acoustic,Orla Gartland,0 days 04:01:47.353000,78
6b7P9ZrNbF7WNczuIJqJL1,0.787,0.241,2,-9.115,1,0.032,0.221,0.0197,0.167,0.5,92.526,spotify:track:6b7P9ZrNbF7WNczuIJqJL1,https://api.spotify.com/v1/tracks/6b7P9ZrNbF7WNczuIJqJL1,https://api.spotify.com/v1/audio-analysis/6b7P9ZrNbF7WNczuIJqJL1,166413,3,0 days 00:02:46.413000,oh GOD,Orla Gartland,0 days 03:04:34.747000,77
7yoNS78wCq61PqbfBggqzo,0.381,0.123,8,-21.272,1,0.0612,0.713,5.49e-05,0.177,0.0729,149.728,spotify:track:7yoNS78wCq61PqbfBggqzo,https://api.spotify.com/v1/tracks/7yoNS78wCq61PqbfBggqzo,https://api.spotify.com/v1/audio-analysis/7yoNS78wCq61PqbfBggqzo,313539,4,0 days 00:05:13.539000,Burning Eyes R Calling,Wasia Project,0 days 02:58:50.230000,39
35qRwSUu7Z5bvqTE7iGyxi,0.676,0.154,7,-12.819,1,0.0474,0.936,1.83e-05,0.0948,0.353,95.109,spotify:track:35qRwSUu7Z5bvqTE7iGyxi,https://api.spotify.com/v1/tracks/35qRwSUu7Z5bvqTE7iGyxi,https://api.spotify.com/v1/audio-analysis/35qRwSUu7Z5bvqTE7iGyxi,178001,4,0 days 00:02:58.001000,New Friends,Orla Gartland,0 days 02:47:18.327000,66
6fmNznIaU7dhIGXVtou157,0.734,0.269,6,-11.116,0,0.0412,0.714,0.0,0.102,0.118,107.883,spotify:track:6fmNznIaU7dhIGXVtou157,https://api.spotify.com/v1/tracks/6fmNznIaU7dhIGXVtou157,https://api.spotify.com/v1/audio-analysis/6fmNznIaU7dhIGXVtou157,203553,4,0 days 00:03:23.553000,I Go Crazy - Acoustic,Orla Gartland,0 days 02:40:31.593000,55
2rHEY6rgsPyoXWa6dMDrzR,0.448,0.441,7,-10.121,1,0.0932,0.618,2.72e-05,0.114,0.118,76.611,spotify:track:2rHEY6rgsPyoXWa6dMDrzR,https://api.spotify.com/v1/tracks/2rHEY6rgsPyoXWa6dMDrzR,https://api.spotify.com/v1/audio-analysis/2rHEY6rgsPyoXWa6dMDrzR,211178,4,0 days 00:03:31.178000,Inevitable,Orla Gartland,0 days 03:07:44.256000,64
3GNnTQVqE4zUSECYzHXq0b,0.523,0.286,5,-7.634,1,0.0923,0.458,0.0,0.113,0.337,205.336,spotify:track:3GNnTQVqE4zUSECYzHXq0b,https://api.spotify.com/v1/tracks/3GNnTQVqE4zUSECYzHXq0b,https://api.spotify.com/v1/audio-analysis/3GNnTQVqE4zUSECYzHXq0b,224639,4,0 days 00:03:44.639000,Madison,Orla Gartland,0 days 04:04:24.737000,79
6ie2Bw3xLj2JcGowOlcMhb,0.594,0.721,2,-7.812,1,0.0957,0.0209,8.55e-06,0.0879,0.253,128.942,spotify:track:6ie2Bw3xLj2JcGowOlcMhb,https://api.spotify.com/v1/tracks/6ie2Bw3xLj2JcGowOlcMhb,https://api.spotify.com/v1/audio-analysis/6ie2Bw3xLj2JcGowOlcMhb,234653,4,0 days 00:03:54.653000,Green Light,Lorde,0 days 00:17:35.008000,5
2FejHWlKvqILxymiFEL6n5,0.818,0.435,3,-10.209,1,0.16,0.348,0.0,0.0893,0.604,137.919,spotify:track:2FejHWlKvqILxymiFEL6n5,https://api.spotify.com/v1/tracks/2FejHWlKvqILxymiFEL6n5,https://api.spotify.com/v1/audio-analysis/2FejHWlKvqILxymiFEL6n5,201107,4,0 days 00:03:21.107000,Overthinking (Demo),Orla Gartland,0 days 03:45:13.326000,67
64dZzOERFpgQBIqBkOpvQr,0.804,0.214,2,-11.347,1,0.0484,0.964,0.0,0.124,0.294,123.968,spotify:track:64dZzOERFpgQBIqBkOpvQr,https://api.spotify.com/v1/tracks/64dZzOERFpgQBIqBkOpvQr,https://api.spotify.com/v1/audio-analysis/64dZzOERFpgQBIqBkOpvQr,200225,4,0 days 00:03:20.225000,More Like You - Piano Version,Orla Gartland,0 days 03:32:00.821000,73
4E7gBwAIuKqyd16eHwY1gF,0.474,0.31,5,-12.151,1,0.0358,0.57,5.45e-05,0.324,0.241,125.925,spotify:track:4E7gBwAIuKqyd16eHwY1gF,https://api.spotify.com/v1/tracks/4E7gBwAIuKqyd16eHwY1gF,https://api.spotify.com/v1/audio-analysis/4E7gBwAIuKqyd16eHwY1gF,216613,4,0 days 00:03:36.613000,why don't u love me? - re-recorded,Wasia Project,0 days 04:17:11.584000,96
1UOgQpv8Ofd3OtlmpCjmTM,0.632,0.332,2,-9.1,1,0.0483,0.83,1.99e-06,0.226,0.348,70.426,spotify:track:1UOgQpv8Ofd3OtlmpCjmTM,https://api.spotify.com/v1/tracks/1UOgQpv8Ofd3OtlmpCjmTM,https://api.spotify.com/v1/audio-analysis/1UOgQpv8Ofd3OtlmpCjmTM,191307,4,0 days 00:03:11.307000,Wish You Were Gay,Claud,0 days 01:57:45.984000,45
45h4w81P5iJJTSeR0jJUQ8,0.479,0.154,2,-15.051,1,0.0369,0.755,0.0261,0.11,0.232,92.457,spotify:track:45h4w81P5iJJTSeR0jJUQ8,https://api.spotify.com/v1/tracks/45h4w81P5iJJTSeR0jJUQ8,https://api.spotify.com/v1/audio-analysis/45h4w81P5iJJTSeR0jJUQ8,213612,4,0 days 00:03:33.612000,She,dodie,0 days 03:01:38.992000,58
1XFxLlYuWdebo6hgczaVDu,0.741,0.484,7,-7.698,1,0.0413,0.0443,0.00544,0.499,0.308,125.925,spotify:track:1XFxLlYuWdebo6hgczaVDu,https://api.spotify.com/v1/tracks/1XFxLlYuWdebo6hgczaVDu,https://api.spotify.com/v1/audio-analysis/1XFxLlYuWdebo6hgczaVDu,215695,4,0 days 00:03:35.695000,Pretending,Orla Gartland,0 days 03:55:03.496000,76
2gKFOjYqtJpSsIXdRxZQfH,0.8,0.129,8,-14.569,1,0.0486,0.959,0.0653,0.103,0.261,123.915,spotify:track:2gKFOjYqtJpSsIXdRxZQfH,https://api.spotify.com/v1/tracks/2gKFOjYqtJpSsIXdRxZQfH,https://api.spotify.com/v1/audio-analysis/2gKFOjYqtJpSsIXdRxZQfH,169724,4,0 days 00:02:49.724000,Interlude III,Tessa Violet,0 days 08:32:08.711000,192
7GxyVndw3cC5Pw27dw8AQM,0.751,0.429,5,-10.552,1,0.0609,0.0627,5.54e-05,0.0993,0.393,95.025,spotify:track:7GxyVndw3cC5Pw27dw8AQM,https://api.spotify.com/v1/tracks/7GxyVndw3cC5Pw27dw8AQM,https://api.spotify.com/v1/audio-analysis/7GxyVndw3cC5Pw27dw8AQM,196940,4,0 days 00:03:16.940000,Did It To Myself,Orla Gartland,0 days 03:31:01.661000,71
2Rj9HWaNkUsxdjM2khuqNd,0.784,0.588,6,-8.26,0,0.0524,0.0891,0.0,0.126,0.519,109.994,spotify:track:2Rj9HWaNkUsxdjM2khuqNd,https://api.spotify.com/v1/tracks/2Rj9HWaNkUsxdjM2khuqNd,https://api.spotify.com/v1/audio-analysis/2Rj9HWaNkUsxdjM2khuqNd,214574,4,0 days 00:03:34.574000,I Go Crazy,Orla Gartland,0 days 02:55:58.755000,56
7y7Wd6SDy39DHRfRU20GNU,0.645,0.19,5,-12.02,1,0.0382,0.785,0.000435,0.102,0.112,139.981,spotify:track:7y7Wd6SDy39DHRfRU20GNU,https://api.spotify.com/v1/tracks/7y7Wd6SDy39DHRfRU20GNU,https://api.spotify.com/v1/audio-analysis/7y7Wd6SDy39DHRfRU20GNU,244947,4,0 days 00:04:04.947000,Heavy,Orla Gartland,0 days 03:22:42.474000,63
0GaVSVifeBSwnNTNordPGC,0.731,0.466,0,-7.289,1,0.0846,0.121,0.00103,0.189,0.324,145.003,spotify:track:0GaVSVifeBSwnNTNordPGC,https://api.spotify.com/v1/tracks/0GaVSVifeBSwnNTNordPGC,https://api.spotify.com/v1/audio-analysis/0GaVSVifeBSwnNTNordPGC,203264,4,0 days 00:03:23.264000,"You're Not Special, Babe",Orla Gartland,0 days 03:20:44.945000,67
2cKHnVTfjxDaDYnMUyhZwU,0.884,0.432,2,-10.128,1,0.0438,0.592,0.000449,0.104,0.772,127.953,spotify:track:2cKHnVTfjxDaDYnMUyhZwU,https://api.spotify.com/v1/tracks/2cKHnVTfjxDaDYnMUyhZwU,https://api.spotify.com/v1/audio-analysis/2cKHnVTfjxDaDYnMUyhZwU,220209,4,0 days 00:03:40.209000,More Like You,Orla Gartland,0 days 03:45:50.457000,73
6FDzlEOK29XWew1qfnGhaU,0.314,0.521,5,-7.88,1,0.0431,0.454,0.0,0.322,0.291,145.94,spotify:track:6FDzlEOK29XWew1qfnGhaU,https://api.spotify.com/v1/tracks/6FDzlEOK29XWew1qfnGhaU,https://api.spotify.com/v1/audio-analysis/6FDzlEOK29XWew1qfnGhaU,269500,4,0 days 00:04:29.500000,impossible,Wasia Project,0 days 03:33:59.610000,53
6WrV6G0sfh86sZVwSLGUh3,0.513,0.125,0,-20.33,1,0.0398,0.761,8.38e-05,0.333,0.0932,75.118,spotify:track:6WrV6G0sfh86sZVwSLGUh3,https://api.spotify.com/v1/tracks/6WrV6G0sfh86sZVwSLGUh3,https://api.spotify.com/v1/audio-analysis/6WrV6G0sfh86sZVwSLGUh3,218384,4,0 days 00:03:38.384000,U Deserve,Wasia Project,0 days 02:33:15.979000,51
7kwTbAGU3Xe3zKPmPth4HP,0.42,0.324,7,-11.829,1,0.0302,0.908,0.000434,0.11,0.322,91.729,spotify:track:7kwTbAGU3Xe3zKPmPth4HP,https://api.spotify.com/v1/tracks/7kwTbAGU3Xe3zKPmPth4HP,https://api.spotify.com/v1/audio-analysis/7kwTbAGU3Xe3zKPmPth4HP,222865,4,0 days 00:03:42.865000,Living Room Floor,Sammy Rae & The Friends,0 days 00:28:11.639000,9
2u7FeM2zw7BZx6htlSCVNH,0.666,0.474,0,-6.763,1,0.0534,0.157,0.000208,0.124,0.447,115.911,spotify:track:2u7FeM2zw7BZx6htlSCVNH,https://api.spotify.com/v1/tracks/2u7FeM2zw7BZx6htlSCVNH,https://api.spotify.com/v1/audio-analysis/2u7FeM2zw7BZx6htlSCVNH,185782,4,0 days 00:03:05.782000,The Cause,Tommy Lefroy,0 days 00:15:29.232000,6
1rIgoyxAw5qAKyNd7vERKw,0.597,0.599,10,-4.641,1,0.0337,0.0499,0.0,0.124,0.496,89.98,spotify:track:1rIgoyxAw5qAKyNd7vERKw,https://api.spotify.com/v1/tracks/1rIgoyxAw5qAKyNd7vERKw,https://api.spotify.com/v1/audio-analysis/1rIgoyxAw5qAKyNd7vERKw,174800,4,0 days 00:02:54.800000,Nobody Really Cares,Baby Queen,0 days 00:00:00,1
53Mq10qpih00CLPph20MVp,0.499,0.841,5,-7.084,0,0.0495,0.17,0.0201,0.354,0.559,165.833,spotify:track:53Mq10qpih00CLPph20MVp,https://api.spotify.com/v1/tracks/53Mq10qpih00CLPph20MVp,https://api.spotify.com/v1/audio-analysis/53Mq10qpih00CLPph20MVp,166053,4,0 days 00:02:46.053000,Bloom,Matilda Mann,0 days 00:02:46.053000,1
5VDUZPWstPQAyJitGzJRfr,0.533,0.676,4,-6.247,1,0.0328,0.127,9.89e-05,0.097,0.551,107.936,spotify:track:5VDUZPWstPQAyJitGzJRfr,https://api.spotify.com/v1/tracks/5VDUZPWstPQAyJitGzJRfr,https://api.spotify.com/v1/audio-analysis/5VDUZPWstPQAyJitGzJRfr,194639,4,0 days 00:03:14.639000,What Was Mine,Sarah Kinsley,0 days 00:09:43.917000,3
